kanji,keyword,lesson_number,kml_primitives,cluster_components,collapse_to,layout_type,first_use,notes
拡,broaden,41,,,,h,,
鉱,mineral,41,,,,h,,
弁,valve,41,,,,v,,
雄,male,41,,,,h,,
台,pedestal,41,,,,v,,
怠,neglect,41,,,,v,,
治,reign,41,,,,h,,
冶,metallurgy,41,,,,h,,
始,commence,41,,,,h,,
胎,womb,41,,,,h,,
窓,window,41,,,,v,,
去,leave,41,,,,v,,
法,method,41,,,,h,,
会,meeting,41,,,,v,,
至,climax,41,,,,v,,
室,room,41,,,,v,,
到,arrival,41,,,,h,,
致,bring_about,41,,,,h,,
互,mutually,41,,,,v,,
棄,abandon,42,,,,v,,
育,nurture,42,,,,v,,
撤,remove,42,,,,h,,
充,allot,42,,,,v,,
銃,gun,42,,,,h,,
硫,sulfur,42,,,,h,,
流,current,42,,,,h,,
允,makoto,42,,,,v,,
唆,tempt,42,,,,h,,
出,exit,42,,,,v,,
山,mountain,42,,,,,,layout_type unknown in source
拙,bungling,42,,,,h,,
岩,boulder,42,,,,v,,
炭,charcoal,42,,,,v,,
岐,branch_off,42,,,,h,,
峠,mountain_pass,42,,,,h,,
崩,crumble,42,,,,v,,
密,secrecy,42,,,,v,,
蜜,honey,42,,,,v,,
嵐,storm,42,,,,v,,
崎,promontory,43,,,,h,,
崖,cliff,43,,,,v,,
入,enter,43,,,,,,layout_type unknown in source
込,crowded,43,,,,e,,
分,part,43,,,,v,,
貧,poverty,43,,,,v,,
頒,partition,43,,,,h,,
公,public,43,,,,v,,
松,pine_tree,43,,,,h,,
翁,elderly_man,43,,,,v,,
訟,litigation,43,,,,h,,
谷,valley,43,,,,,,layout_type unknown in source
浴,bathe,43,,,,h,,
容,contain,43,,,,v,,
溶,melt,43,,,,h,,
欲,longing,43,,,,h,,
裕,abundant,43,,,,h,,
鉛,lead,43,,,,h,,
沿,run_alongside,43,,,,h,,
賞,prize,43,,,,v,,
党,political_party,44,,,,v,,
堂,public_hall,44,,,,v,,
常,usual,44,,,,v,,
裳,robe,44,,,,v,,
掌,manipulate,44,,,,v,,
皮,pelt,44,,,,,,layout_type unknown in source
波,waves,44,,,,h,,
婆,old_woman,44,,,,v,,
披,reveal,44,,,,h,,
破,rend,44,,,,h,,
被,incur,44,,,,h,,
残,remainder,44,,,,h,,
殉,martyrdom,44,,,,h,,
殊,particularly,44,,,,h,,
殖,augment,44,,,,h,,
列,file,44,,,,h,,
裂,split,44,,,,v,,
烈,ardent,44,,,,v,,
死,death,44,,,,e,,
葬,burial,44,,,,v,,
瞬,wink,45,,,,h,,
耳,ear,45,,,,,,layout_type unknown in source
取,take,45,,,,h,,
趣,gist,45,,,,e,,
最,utmost,45,,,,v,,
撮,snapshot,45,,,,h,,
恥,shame,45,,,,h,,
職,employment,45,,,,h,,
聖,holy,45,,,,v,,
敢,daring,45,,,,h,,
聴,listen,45,,,,h,,
懐,pocket,45,,,,h,,
慢,ridicule,45,,,,h,,
漫,cartoon,45,,,,h,,
買,buy,45,,,,v,,
置,placement,45,,,,v,,
罰,penalty,45,,,,v,,
寧,rather,45,,,,v,,
濁,voiced,45,,,,h,,
環,ring,45,,,,h,,
還,send_back,46,,,,e,,
夫,husband,46,,,,,,layout_type unknown in source
扶,support,46,,,,h,,
渓,mountain_stream,46,,,,h,,
規,standard,46,,,,h,,
替,exchange,46,,,,v,,
賛,approve,46,,,,v,,
潜,submerge,46,,,,h,,
失,lose,46,,,,h,,
鉄,iron,46,,,,h,,
迭,transfer,46,,,,e,,
臣,retainer,46,,,,,,layout_type unknown in source
姫,princess,46,,,,h,,
蔵,storehouse,46,,,,v,,
臓,entrails,46,,,,h,,
賢,intelligent,46,,,,v,,
腎,kidney,46,,,,v,,
堅,strict,46,,,,v,,
臨,look_to,46,,,,h,,
覧,perusal,46,,,,v,,
巨,gigantic,47,,,,,,layout_type unknown in source
拒,repel,47,,,,h,,
力,power,47,,,,,,layout_type unknown in source
男,man,47,,,,v,,
労,labor,47,,,,v,,
募,recruit,47,,,,v,,
劣,inferiority,47,,,,v,,
功,achievement,47,,,,h,,
勧,persuade,47,,,,h,,
努,toil,47,,,,v,,
勃,uprising,47,,,,h,,
励,encourage,47,,,,h,,
加,add,47,,,,h,,
賀,congratulations,47,,,,v,,
架,rack,47,,,,v,,
脇,armpit,47,,,,h,,
脅,threaten,47,,,,v,,
協,cooperation,47,,,,h,,
行,going,47,,,,h,,
律,law,47,,,,h,,
復,restore,48,,,,h,,
得,acquire,48,,,,h,,
従,obey,48,,,,h,,
徒,junior,48,,,,h,,
待,wait,48,,,,h,,
往,journey,48,,,,h,,
征,subjugate,48,,,,h,,
径,diameter,48,,,,h,,
彼,he,48,,,,h,,
役,role,48,,,,h,,
徳,benevolence,48,,,,h,,
徹,penetrate,48,,,,h,,
徴,indications,48,,,,h,,
懲,penal,48,,,,v,,
微,delicate,48,,,,h,,
街,boulevard,48,,,,h,,
桁,beam,48,,,,h,,
衡,equilibrium,48,,,,h,,
稿,draft,48,,,,h,,
稼,earnings,48,,,,h,,
程,extent,49,,,,h,,
税,tax,49,,,,h,,
稚,immature,49,,,,h,,
和,harmony,49,,,,h,,
移,shift,49,,,,h,,
秒,second,49,,,,h,,
秋,autumn,49,,,,h,,
愁,distress,49,,,,v,,
私,me,49,,,,h,,
秩,regularity,49,,,,h,,
秘,secret,49,,,,h,,
称,appellation,49,,,,h,,
利,profit,49,,,,h,,
梨,pear_tree,49,,,,v,,
穫,harvest,49,,,,h,,
穂,ear_of_plant,49,,,,h,,
稲,rice_plant,49,,,,h,,
香,incense,49,,,,v,,
季,seasons,49,,,,v,,
委,committee,49,,,,v,,
秀,excel,50,,,,v,,
透,transparent,50,,,,e,,
誘,entice,50,,,,h,,
稽,examine,50,,,,h,,
穀,cereals,50,,,,h,,
菌,germ,50,,,,v,,
萎,numb,50,,,,v,,
米,rice,50,,,,,,layout_type unknown in source
粉,flour,50,,,,h,,
粘,sticky,50,,,,h,,
粒,grains,50,,,,h,,
粧,cosmetics,50,,,,h,,
迷,astray,50,,,,e,,
粋,chic,50,,,,h,,
謎,riddle,50,,,,h,,
糧,provisions,50,,,,h,,
菊,chrysanthemum,50,,,,v,,
奥,inner,50,,,,v,,
数,number,50,,,,h,,
楼,watchtower,50,,,,h,,
類,sort,51,,,,h,,
漆,lacquer,51,,,,h,,
膝,knee,51,,,,h,,
様,formal_title,51,,,,h,,
求,request,51,,,,e,,
球,sphere,51,,,,h,,
救,salvation,51,,,,h,,
竹,bamboo,51,,,,h,,
笑,laugh,51,,,,v,,
笠,bamboo_hat,51,,,,v,,
笹,bamboo_grass,51,,,,v,,
箋,stationery,51,,,,v,,
筋,muscle,51,,,,v,,
箱,box,51,,,,v,,
筆,writing_brush,51,,,,v,,
筒,cylinder,51,,,,v,,
等,etc,51,,,,v,,
算,calculate,51,,,,v,,
答,answer,51,,,,v,,
策,scheme,51,,,,v,,
簿,register,52,,,,v,,
築,fabricate,52,,,,v,,
篭,basket,52,,,,v,,
人,person,52,,,,,,layout_type unknown in source
佐,assistant,52,,,,h,,
侶,partner,52,,,,h,,
但,however,52,,,,h,,
住,dwelling,52,,,,h,,
位,rank,52,,,,h,,
仲,go_between,52,,,,h,,
体,body,52,,,,h,,
悠,permanence,52,,,,v,,
件,affair,52,,,,h,,
仕,attend_to,52,,,,h,,
他,other,52,,,,h,,
伏,prostrated,52,,,,h,,
伝,transmit,52,,,,h,,
仏,buddha,52,,,,h,,
休,rest,52,,,,h,,
仮,temporary,52,,,,h,,
伎,performing artist,53,,,,h,,
伯,chief,53,,,,h,,
俗,vulgar,53,,,,h,,
信,faith,53,,,,h,,
佳,excellent,53,,,,h,,
依,reliant,53,,,,h,,
例,example,53,,,,h,,
個,individual,53,,,,h,,
健,healthy,53,,,,h,,
側,side,53,,,,h,,
侍,waiter,53,,,,h,,
停,halt,53,,,,h,,
値,value,53,,,,h,,
倣,emulate,53,,,,h,,
傲,arrogance,53,,,,h,,
倒,overthrow,53,,,,h,,
偵,spy,53,,,,h,,
僧,buddhist_priest,53,,,,h,,
億,hundred_million,53,,,,h,,
儀,ritual,53,,,,h,,
償,reparation,54,,,,h,,
仙,hermit,54,,,,h,,
催,sponsor,54,,,,h,,
仁,humanity,54,,,,h,,
侮,scorn,54,,,,h,,
使,use,54,,,,h,,
便,convenience,54,,,,h,,
倍,double,54,,,,h,,
優,tenderness,54,,,,h,,
伐,fell,54,,,,h,,
宿,inn,54,,,,v,,
傷,wound,54,,,,h,,
保,protect,54,,,,h,,
褒,praise,54,,,,v,,
傑,greatness,54,,,,h,,
付,adhere,54,,,,h,,
符,token,54,,,,v,,
府,municipality,54,,,,e,,
任,responsibility,54,,,,h,,
賃,fare,54,,,,v,,
代,substitute,55,,,,h,,
袋,sack,55,,,,v,,
貸,lend,55,,,,v,,
化,change,55,,,,h,,
花,flower,55,,,,v,,
貨,freight,55,,,,v,,
傾,lean,55,,,,h,,
何,what,55,,,,h,,
荷,baggage,55,,,,v,,
俊,sagacious,55,,,,h,,
傍,bystander,55,,,,h,,
俺,myself,55,,,,h,,
久,long_time,55,,,,,,layout_type unknown in source
畝,furrow,55,,,,h,,
囚,captured,55,,,,e,,
内,inside,55,,,,,,layout_type unknown in source
丙,third_class,55,,,,v,,
柄,design,55,,,,h,,
肉,meat,55,,,,,,layout_type unknown in source
腐,rot,55,,,,e,,
座,sit,56,,,,e,,
挫,sprain,56,,,,h,,
卒,graduate,56,,,,v,,
傘,umbrella,56,,,,v,,
匁,monme,56,,,,,,layout_type unknown in source
以,by_means_of,56,,,,,,layout_type unknown in source
似,resemble,56,,,,h,,
併,join,56,,,,h,,
瓦,tile,56,,,,,,layout_type unknown in source
瓶,flower_pot,56,,,,h,,
宮,shinto_shrine,56,,,,v,,
営,occupation,56,,,,v,,
善,virtuous,56,,,,v,,
膳,dining_tray,56,,,,h,,
年,year,56,,,,,,layout_type unknown in source
夜,night,56,,,,v,,
液,fluid,56,,,,h,,
塚,hillock,56,,,,h,,
幣,cash,56,,,,v,,
蔽,cover_over,56,,,,v,,
弊,abuse,57,,,,v,,
喚,yell,57,,,,h,,
換,interchange,57,,,,h,,
融,dissolve,57,,,,h,,
施,alms,57,,,,h,,
旋,rotation,57,,,,h,,
遊,play,57,,,,e,,
旅,trip,57,,,,h,,
勿,must_not,57,,,,e,,
物,thing,57,,,,h,,
易,easy,57,,,,v,,
賜,grant,57,,,,h,,
尿,urine,57,,,,e,,
尼,nun,57,,,,e,,
尻,buttocks,57,,,,e,,
泥,mud,57,,,,h,,
塀,brick_wall,57,,,,h,,
履,footgear,57,,,,e,,
屋,roof,57,,,,e,,
握,grip,57,,,,h,,
屈,yield,58,,,,e,,
掘,dig,58,,,,h,,
堀,ditch,58,,,,h,,
居,reside,58,,,,e,,
据,set,58,,,,h,,
裾,hem,58,,,,h,,
層,stratum,58,,,,e,,
局,bureau,58,,,,e,,
遅,slow,58,,,,e,,
漏,leak,58,,,,h,,
刷,printing,58,,,,h,,
尺,shaku,58,,,,,,layout_type unknown in source
尽,exhaust,58,,,,v,,
沢,swamp,58,,,,h,,
訳,translate,58,,,,h,,
択,choose,58,,,,h,,
昼,daytime,58,,,,v,,
戸,door,58,,,,v,,
肩,shoulder,58,,,,e,,
房,tassel,58,,,,e,,
扇,fan,59,,,,e,,
炉,hearth,59,,,,h,,
戻,revert,59,,,,e,,
涙,tears,59,,,,h,,
雇,employ,59,,,,e,,
顧,look_back,59,,,,h,,
啓,disclose,59,,,,v,,
示,indicate,59,,,,,,layout_type unknown in source
礼,thanks,59,,,,h,,
祥,auspicious,59,,,,h,,
祝,celebrate,59,,,,h,,
福,blessing,59,,,,h,,
祉,welfare,59,,,,h,,
社,company,59,,,,h,,
視,inspection,59,,,,h,,
奈,nara,59,,,,v,,
尉,military_officer,59,,,,h,,
慰,consolation,59,,,,v,,
款,goodwill,59,,,,h,,
禁,prohibition,59,,,,v,,
襟,collar,60,,,,h,,
宗,religion,60,,,,v,,
崇,adore,60,,,,v,,
祭,festival,60,,,,v,,
察,guess,60,,,,v,,
擦,grate,60,,,,h,,
由,wherefore,60,,,,,,layout_type unknown in source
抽,pluck,60,,,,h,,
油,oil,60,,,,h,,
袖,sleeve,60,,,,h,,
宙,midair,60,,,,v,,
届,deliver,60,,,,e,,
笛,flute,60,,,,v,,
軸,axis,60,,,,h,,
甲,armor,60,,,,,,layout_type unknown in source
押,push,60,,,,h,,
岬,headland,60,,,,h,,
挿,insert,60,,,,h,,
申,declare,153,,,,,,layout_type unknown in source
伸,expand,60,,,,h,,
神,gods,61,,,,h,,
捜,search,61,,,,h,,
果,fruit,61,,,,,,layout_type unknown in source
菓,confectionery,61,,,,v,,
課,sub-division,61,,,,h,,
裸,naked,61,,,,h,,
斤,axe,61,,,,e,,
析,chop,61,,,,h,,
所,place,61,,,,h,,
祈,pray,61,,,,h,,
近,near,61,,,,e,,
折,fold,61,,,,h,,
哲,philosophy,61,,,,v,,
逝,departed,61,,,,e,,
誓,vow,61,,,,v,,
斬,chop_off,61,,,,h,,
暫,temporarily,61,,,,v,,
漸,steadily,61,,,,h,,
断,cut_off,61,,,,h,,
質,quality,61,,,,v,,
斥,reject,62,,,,,,layout_type unknown in source
訴,sue,62,,,,h,,
昨,previous_day,62,,,,h,,
詐,lie,62,,,,h,,
作,make,62,,,,h,,
雪,snow,62,,,,v,,
録,record,62,,,,h,,
剥,peel_off,62,,,,h,,
尋,inquire,62,,,,v,,
急,hurry,62,,,,v,,
穏,calm,62,,,,h,,
侵,encroach,62,,,,h,,
浸,immersed,62,,,,h,,
寝,lie_down,62,,,,v,,
婦,lady,62,,,,h,,
掃,sweep,62,,,,h,,
当,hit,62,,,,v,,
彙,glossary,62,,,,v,,
争,conflict,62,,,,v,,
浄,clean,62,,,,h,,
事,abstract_thing,63,,,,,,layout_type unknown in source
唐,tang_dynasty,63,,,,e,,
糖,sugar,63,,,,h,,
康,health,63,,,,e,,
逮,apprehend,63,,,,e,,
伊,italy,63,,,,h,,
君,lord,63,,,,e,,
群,flock,63,,,,h,,
耐,endure,63,,,,h,,
需,demand,63,,,,v,,
儒,confucian,63,,,,h,,
端,edge,63,,,,h,,
両,both,63,,,,v,,
満,full,63,,,,h,,
画,draw,63,,,,v,,
歯,tooth,63,,,,v,,
曲,musical_composition,63,,,,,,layout_type unknown in source
曹,cadet,63,,,,v,,
遭,encounter,63,,,,e,,
漕,rowing,63,,,,h,,
槽,vat,64,,,,h,,
斗,big_dipper,64,,,,,,layout_type unknown in source
料,fee,64,,,,h,,
科,subject,64,,,,h,,
図,map,64,,,,e,,
用,utilize,64,,,,e,,
庸,commonplace,64,,,,e,,
備,equip,64,,,,h,,
昔,long_ago,64,,,,v,,
錯,confused,64,,,,h,,
借,borrow,64,,,,h,,
惜,pity,64,,,,h,,
措,set_aside,64,,,,h,,
散,scatter,64,,,,h,,
廿,twenty,64,,,,,,layout_type unknown in source
庶,commoner,64,,,,e,,
遮,intercept,64,,,,e,,
席,seat,64,,,,e,,
度,degrees,64,,,,e,,
渡,transit,64,,,,h,,
奔,bustle,65,,,,v,,
噴,erupt,65,,,,h,,
墳,tomb,65,,,,h,,
憤,aroused,65,,,,h,,
焼,bake,65,,,,h,,
暁,sunrise,65,,,,h,,
半,half,65,,,,v,,
伴,consort,65,,,,h,,
畔,paddy_ridge,65,,,,h,,
判,judgment,65,,,,h,,
拳,fist,65,,,,v,,
券,ticket,65,,,,v,,
巻,scroll,65,,,,v,,
圏,sphere_of_influence,65,,,,e,,
勝,victory,65,,,,h,,
藤,wisteria,65,,,,v,,
謄,mimeograph,65,,,,h,,
片,one_sided,65,,,,,,layout_type unknown in source
版,printing_block,65,,,,h,,
之,of,65,,,,v,,
乏,scarce,66,,,,v,,
芝,turf,66,,,,v,,
不,not,66,,,,v,,
否,negate,66,,,,v,,
杯,cupfuls,66,,,,h,,
矢,arrow,66,,,,v,,
矯,rectify,66,,,,h,,
族,tribe,66,,,,h,,
知,know,66,,,,h,,
智,wisdom,66,,,,v,,
挨,push_open,66,,,,h,,
矛,halberd,66,,,,v,,
柔,tender,66,,,,v,,
務,duty,66,,,,h,,
霧,fog,66,,,,v,,
班,squad,66,,,,h,,
帰,homecoming,66,,,,h,,
弓,archery_bow,66,,,,,,layout_type unknown in source
引,pull,66,,,,h,,
弔,condolences,66,,,,,,layout_type unknown in source
弘,vast,67,,,,h,,
強,strong,67,,,,h,,
弥,increasingly,67,,,,h,,
弱,weak,67,,,,h,,
溺,drowning,67,,,,h,,
沸,seethe,67,,,,h,,
費,expense,67,,,,v,,
第,ordinal_number,67,,,,v,,
弟,younger_brother,67,,,,v,,
巧,adroit,67,,,,h,,
号,designation,67,,,,v,,
朽,decay,67,,,,h,,
誇,boast,67,,,,h,,
顎,chin,67,,,,h,,
汚,dirty,67,,,,h,,
与,bestow,67,,,,e,,
写,copy,67,,,,v,,
身,somebody,67,,,,,,layout_type unknown in source
射,shoot,67,,,,h,,
謝,thank,67,,,,h,,
老,old_man,68,,,,e,,
考,consider,68,,,,e,,
孝,filial_piety,68,,,,e,,
教,teach,68,,,,h,,
拷,torture,68,,,,h,,
者,someone,68,,,,e,,
煮,boil,68,,,,v,,
著,renowned,68,,,,v,,
箸,chopsticks,68,,,,v,,
署,government_bureau,68,,,,v,,
暑,sultry,68,,,,v,,
諸,various,68,,,,h,,
猪,pack_of_dogs,68,,,,h,,
渚,shore,68,,,,h,,
賭,gamble,68,,,,h,,
峡,gorge,68,,,,h,,
狭,cramped,68,,,,h,,
挟,sandwiched,68,,,,h,,
頬,cheek,68,,,,h,,
追,chase,68,,,,e,,
阜,mound,69,,,,v,,
師,expert,69,,,,h,,
帥,commander,69,,,,h,,
官,bureaucrat,69,,,,v,,
棺,coffin,69,,,,h,,
管,pipe,69,,,,v,,
父,father,69,,,,v,,
釜,cauldron,69,,,,v,,
交,mingle,69,,,,v,,
効,effect,69,,,,h,,
較,contrast,69,,,,h,,
校,exam,69,,,,h,,
足,leg,69,,,,v,,
促,stimulate,69,,,,h,,
捉,nab,69,,,,h,,
距,long_distance,69,,,,h,,
路,path,69,,,,h,,
露,dew,69,,,,v,,
跳,hop,69,,,,h,,
躍,leap,69,,,,h,,
践,tread,70,,,,h,,
踏,step,70,,,,h,,
踪,footprints,70,,,,h,,
骨,bone,70,,,,v,,
滑,slippery,70,,,,h,,
髄,marrow,70,,,,h,,
禍,calamity,70,,,,h,,
渦,whirlpool,70,,,,h,,
鍋,pot,70,,,,h,,
過,overdo,70,,,,e,,
阪,heights,70,,,,h,,
阿,africa,70,,,,h,,
際,occasion,70,,,,h,,
障,hinder,70,,,,h,,
隙,fissure,70,,,,h,,
随,accompany,70,,,,h,,
陪,jury,70,,,,h,,
陽,sunshine,70,,,,h,,
陳,set_forth,70,,,,h,,
防,ward_off,70,,,,h,,
附,affixed,71,,,,h,,
院,institution,71,,,,h,,
陣,camp,71,,,,h,,
隊,regiment,71,,,,h,,
墜,crash,71,,,,v,,
降,descend,71,,,,h,,
階,floor,71,,,,h,,
陛,highness,71,,,,h,,
隣,neighboring,71,,,,h,,
隔,isolate,71,,,,h,,
隠,conceal,71,,,,h,,
堕,degenerate,71,,,,v,,
陥,collapse,71,,,,h,,
穴,hole,71,,,,v,,
空,sky,71,,,,v,,
控,withdraw,71,,,,h,,
突,stab,71,,,,v,,
究,research,71,,,,v,,
窒,plug_up,71,,,,v,,
窃,stealth,71,,,,v,,
窟,cavern,72,,,,v,,
窪,hollow,72,,,,v,,
搾,squeeze,72,,,,h,,
窯,kiln,72,,,,v,,
窮,hard_up,72,,,,v,,
探,grope,72,,,,h,,
深,deep,72,,,,h,,
丘,hill,72,,,,,,layout_type unknown in source
岳,mountain_peak,72,,,,v,,
兵,soldier,72,,,,v,,
浜,seacoast,72,,,,h,,
糸,thread,72,,,,v,,
織,weave,72,,,,h,,
繕,darning,72,,,,h,,
縮,shrink,72,,,,h,,
繁,luxuriant,72,,,,v,,
縦,vertical,72,,,,h,,
緻,intricate,72,,,,h,,
線,line,72,,,,h,,
綻,unravel,72,,,,h,,
締,tighten,73,,,,h,,
維,fiber,73,,,,h,,
羅,gauze,73,,,,v,,
練,practice,73,,,,h,,
緒,thong,73,,,,h,,
続,continue,73,,,,h,,
絵,picture,73,,,,h,,
統,unite,73,,,,h,,
絞,strangle,73,,,,h,,
給,salary,73,,,,h,,
絡,entwine,73,,,,h,,
結,tie,73,,,,h,,
終,end,73,,,,h,,
級,class,73,,,,h,,
紀,chronicle,73,,,,h,,
紅,crimson,73,,,,h,,
納,settlement,73,,,,h,,
紡,spinning,73,,,,h,,
紛,distract,73,,,,h,,
紹,introduce,73,,,,h,,
経,manage,74,,,,h,,
紳,sire,74,,,,h,,
約,promise,74,,,,h,,
細,thin,74,,,,h,,
累,pile_up,74,,,,v,,
索,cord,74,,,,v,,
総,total,74,,,,h,,
綿,cotton,74,,,,h,,
絹,silk,74,,,,h,,
繰,winding,74,,,,h,,
継,inherit,74,,,,h,,
緑,green,74,,,,h,,
縁,affinity,74,,,,h,,
網,netting,74,,,,h,,
緊,tense,74,,,,v,,
紫,purple,74,,,,v,,
縛,truss,74,,,,h,,
縄,straw_rope,74,,,,h,,
幼,infancy,74,,,,h,,
後,behind,74,,,,h,,
幽,dim,75,,,,,,layout_type unknown in source
幾,how_many,75,,,,e,,
機,machine,75,,,,h,,
畿,capital_area,75,,,,e,,
玄,mysterious,75,,,,v,,
畜,livestock,75,,,,v,,
蓄,amass,75,,,,v,,
弦,bowstring,75,,,,h,,
擁,hug,75,,,,h,,
滋,nourishing,75,,,,h,,
慈,mercy,75,,,,v,,
磁,magnet,75,,,,h,,
系,lineage,75,,,,v,,
係,person_in_charge,75,,,,h,,
孫,grandchild,75,,,,h,,
懸,suspend,75,,,,v,,
遜,modest,75,,,,e,,
却,instead,75,,,,h,,
脚,shins,75,,,,h,,
卸,wholesale,75,,,,h,,
御,honorable,76,,,,h,,
服,clothing,76,,,,h,,
命,fate,76,,,,v,,
令,orders,76,,,,v,,
零,zero,76,,,,v,,
齢,age,76,,,,h,,
冷,cool,76,,,,h,,
領,territory,76,,,,h,,
鈴,small_bell,76,,,,h,,
勇,courage,76,,,,v,,
湧,gush,76,,,,h,,
通,pass_through,76,,,,e,,
踊,jump,76,,,,h,,
疑,doubt,76,,,,h,,
擬,mimic,76,,,,h,,
凝,congeal,76,,,,h,,
範,pattern,76,,,,v,,
犯,crime,76,,,,h,,
氾,to_overflow,76,,,,h,,
厄,unlucky,76,,,,e,,
危,dangerous,77,,,,e,,
宛,addressed_to,77,,,,v,,
腕,arm,77,,,,h,,
苑,park,77,,,,v,,
怨,grudge,77,,,,v,,
柳,willow,77,,,,h,,
卵,egg,77,,,,h,,
留,detain,77,,,,v,,
瑠,marine_blue,77,,,,h,,
貿,trade,77,,,,v,,
印,stamp,77,,,,h,,
臼,mortar,77,,,,,,layout_type unknown in source
毀,break,77,,,,h,,
興,entertain,77,,,,e,,
酉,sake_flask,153,,,,,,layout_type unknown in source
酒,sake,77,,,,h,,
酌,bartending,77,,,,h,,
酎,alcohol,77,,,,h,,
酵,fermentation,77,,,,h,,
酷,cruel,77,,,,h,,
酬,repay,78,,,,h,,
酪,dairy,78,,,,h,,
酢,vinegar,78,,,,h,,
酔,drunk,78,,,,h,,
配,distribute,78,,,,h,,
酸,acid,78,,,,h,,
猶,still,78,,,,h,,
尊,revered,78,,,,v,,
豆,beans,78,,,,,,layout_type unknown in source
頭,head,78,,,,h,,
短,short,78,,,,h,,
豊,bountiful,78,,,,v,,
鼓,drum,78,,,,h,,
喜,rejoice,78,,,,v,,
樹,timber,78,,,,h,,
皿,dish,78,,,,,,layout_type unknown in source
血,blood,78,,,,v,,
盆,basin,78,,,,v,,
盟,alliance,78,,,,v,,
盗,steal,78,,,,v,,
温,warm,79,,,,h,,
蓋,lid,79,,,,v,,
監,oversee,79,,,,v,,
濫,excessive,79,,,,h,,
鑑,specimen,79,,,,h,,
藍,indigo,79,,,,v,,
猛,fierce,79,,,,h,,
盛,boom,79,,,,v,,
塩,salt,79,,,,h,,
銀,silver,79,,,,h,,
恨,resentment,79,,,,h,,
根,root,79,,,,h,,
即,instant,79,,,,h,,
爵,baron,79,,,,v,,
節,node,79,,,,v,,
退,retreat,79,,,,e,,
限,limit,79,,,,h,,
眼,eyeball,79,,,,h,,
良,good,79,,,,v,,
朗,melodious,79,,,,h,,
浪,wandering,80,,,,h,,
娘,daughter,80,,,,h,,
食,eat,80,,,,v,,
飯,meal,80,,,,h,,
飲,drink,80,,,,h,,
飢,hungry,80,,,,h,,
餓,starve,80,,,,h,,
飾,decorate,80,,,,h,,
餌,feed,80,,,,h,,
館,public_building,80,,,,h,,
餅,mochi,80,,,,h,,
養,foster,80,,,,v,,
飽,sated,80,,,,h,,
既,previously,80,,,,h,,
概,outline,80,,,,h,,
慨,rue,80,,,,h,,
平,flat,80,,,,,,layout_type unknown in source
呼,call,80,,,,h,,
坪,two_mats,80,,,,h,,
評,evaluate,80,,,,h,,
刈,reap,81,,,,h,,
刹,buddhist_temple,81,,,,h,,
希,hope,81,,,,v,,
凶,villain,81,,,,e,,
胸,bosom,81,,,,h,,
離,detach,81,,,,h,,
璃,glassy,81,,,,h,,
殺,kill,81,,,,h,,
爽,bracing,81,,,,,,layout_type unknown in source
純,genuine,81,,,,h,,
頓,immediate,81,,,,h,,
鈍,dull,81,,,,h,,
辛,spicy,81,,,,v,,
辞,resign,81,,,,h,,
梓,catalpa_tree,81,,,,h,,
宰,superintend,81,,,,v,,
壁,wall,81,,,,v,,
璧,gem,81,,,,v,,
避,evade,81,,,,e,,
新,new,81,,,,h,,
薪,firewood,82,,,,v,,
親,parent,82,,,,h,,
幸,happiness,82,,,,v,,
執,tenacious,82,,,,h,,
摯,clasp,82,,,,v,,
報,report,82,,,,h,,
叫,shout,82,,,,h,,
糾,twist,82,,,,h,,
収,income,82,,,,h,,
卑,lowly,82,,,,v,,
碑,tombstone,82,,,,h,,
陸,land,82,,,,h,,
睦,intimate,82,,,,h,,
勢,forces,82,,,,v,,
熱,heat,82,,,,v,,
菱,diamond,82,,,,v,,
陵,mausoleum,82,,,,h,,
亥,boar,153,,,,v,,
核,nucleus,82,,,,h,,
刻,engrave,82,,,,h,,
該,above_stated,83,,,,h,,
骸,remains,83,,,,h,,
劾,censure,83,,,,h,,
述,mention,83,,,,e,,
術,technique,83,,,,h,,
寒,cold,83,,,,v,,
塞,obstruct,83,,,,v,,
醸,brew,83,,,,h,,
譲,defer,83,,,,h,,
壌,lot,83,,,,h,,
嬢,lass,83,,,,h,,
毒,poison,83,,,,v,,
素,elementary,83,,,,v,,
麦,wheat,83,,,,v,,
青,blue,83,,,,v,,
精,refined,83,,,,h,,
請,solicit,83,,,,h,,
情,feelings,83,,,,h,,
晴,clear_up,83,,,,h,,
清,pure,83,,,,h,,
静,quiet,84,,,,h,,
責,blame,84,,,,v,,
績,exploits,84,,,,h,,
積,accumulate,84,,,,h,,
債,bond,84,,,,h,,
漬,pickling,84,,,,h,,
表,surface,84,,,,v,,
俵,bag,84,,,,h,,
潔,undefiled,84,,,,h,,
契,pledge,84,,,,v,,
喫,consume,84,,,,h,,
害,harm,84,,,,v,,
轄,jurisdiction,84,,,,h,,
割,proportion,84,,,,h,,
憲,constitution,84,,,,v,,
生,life,84,,,,,,layout_type unknown in source
星,star,84,,,,v,,
醒,awakening,84,,,,h,,
姓,surname,84,,,,h,,
性,gender,84,,,,h,,
牲,animal_sacrifice,85,,,,h,,
産,produce,85,,,,e,,
隆,hump,85,,,,h,,
峰,summit,85,,,,h,,
蜂,bee,85,,,,h,,
縫,sew,85,,,,h,,
拝,worship,85,,,,h,,
寿,longevity,85,,,,e,,
